"pkg_name","pkg_version","license_group","roxygen_yn","n_depends","rversion_min","rversion_min_modified","nauthors"
"zooaRchGUI",1,"GPL",1,24,NA,304.1,4
"nscprepr",0,"MIT",0,3,NA,304.1,1
"ZIBseq",1,"GPL",0,4,303,303,4
"d3Tree",0,"GPL",1,8,203,203,2
"argon2",0,"BSD",1,0,300,300,1
"patternator",0,"GPL",1,3,303,303,2
"SanFranBeachWater",0,"MIT",1,10,NA,304.1,1
"standardize",0,"GPL",1,11,303,303,1
"featurizer",0,"GPL",1,2,302,302,1
"orderstats",0,"GPL",1,1,NA,304.1,1
"colorpatch",0,"Artistic-2.0",1,12,300,300,2
"soptdmaeA",1,"GPL",0,4,303,303,3
"frequencies",0,"GPL",1,2,304,304,1
"getmstatistic",0,"MIT",1,9,301,301,4
"mixEMM",1,"GPL",1,0,NA,304.1,3
"Risk",1,"GPL",0,0,300,300,2
"xsp",0,"MIT",1,3,NA,304.1,2
"gqlr",0,"MIT",1,9,302,302,3
"iNOTE",1,"GPL",0,3,NA,304.1,1
"BAYESDEF",0,"GPL",1,5,300,300,3
"bdlp",0,"GPL",1,14,300,300,1
"covfefe",0,"GPL",1,2,NA,304.1,1
"gamlssbssn",0,"GPL",1,3,303,303,3
"gghalfnorm",1,"MIT",1,4,301,301,1
"HDCI",1,"GPL",1,9,NA,304.1,3
"iadf",0,"GPL",1,11,NA,304.1,2
"piton",0,"MIT",1,3,NA,304.1,3
"pwrAB",0,"GPL",1,2,303,303,1
"rpst",1,"GPL",0,2,200,200,1
"themetagenomics",0,"MIT",1,27,302,302,1
"zstdr",0,"GPL",1,3,NA,304.1,3
"capn",1,"GPL",0,0,300,300,3
"imaginator",0,"GPL",1,9,302,302,1
"ck37r",1,"MIT",1,23,301,301,1
"eesim",0,"GPL",1,11,NA,304.1,2
"glmertree",0,"GPL",0,8,301,301,2
"KRMM",1,"GPL",1,5,303,303,1
"NB.MClust",1,"GPL",1,2,303,303,1
"hypersampleplan",0,"GPL",0,0,NA,304.1,3
"logOfGamma",0,"GPL",1,1,NA,304.1,1
"webglobe",1,"MIT",1,6,304,304,1
"kerasR",0,"LGPL",1,3,303,303,1
"QPBoot",0,"GPL",1,6,300,300,1
"baitmet",1,"GPL",0,8,NA,303.3,6
"difconet",1,"GPL",0,8,301,301,2
"ElastH",0,"GPL",1,2,210,210,1
"ids",1,"MIT",1,6,NA,303.3,1
"ImaginR",0,"GPL",1,3,NA,304.1,1
"logistic4p",1,"GPL",1,1,210,210,1
"pencopulaCond",0,"GPL",0,10,301,301,1
"mdpeer",0,"GPL",1,11,303,303,3
"DDM",1,"GPL",1,0,215,215,3
"dfCompare",1,"GPL",0,0,NA,304.1,1
"phrasemachine",1,"GPL",1,7,NA,303.2,3
"here",0,"GPL",1,1,NA,304.1,1
"SmartSVA",0,"GPL",1,2,NA,303.3,2
"didrooRFM",1,"GPL",1,1,303,303,1
"polypoly",0,"GPL",1,10,303,303,1
"SeerMapper",1,"GPL",0,13,302,302,1
"stratvns",1,"GPL",1,5,NA,304.1,2
"CharFun",0,"MIT",1,1,NA,304.1,1
"stratbr",1,"GPL",1,3,NA,304.1,2
"tictactoe",0,"MIT",1,8,210,210,1
"apng",1,"GPL",0,1,NA,304.1,1
"rdoxygen",1,"GPL",1,2,303,303,1
"timelineR",0,"AGPL",1,11,303,303,4
"TriadSim",0,"GPL",1,7,302,302,1
"lans2r",1,"GPL",1,10,301,301,1
"wally",1,"GPL",1,6,209,209,2
"RHPCBenchmark",0,"Apache",1,7,303,303,1
"RNAstructureModuleMiner",0,"GPL",0,1,NA,304.1,1
"ROI.models.miplib",0,"GPL",1,3,210,210,2
"rpatrec",0,"GPL",1,6,210,210,1
"xLLiM",1,"GPL",0,4,NA,303.3,5
"Rd2md",0,"GPL",1,5,302,302,1
"sotu",1,"GPL",1,1,210,210,1
"NPMOD",0,"GPL",1,9,300,300,3
"AHMbook",0,"GPL",0,11,210,210,3
"CATT",1,"GPL",0,1,303,303,2
"checkarg",0,"GPL",1,0,301,301,1
"kdevine",0,"GPL",1,12,NA,303.3,1
"numKM",0,"GPL",0,3,NA,304.1,2
"poisbinom",1,"GPL",0,2,NA,304.1,2
"printr",0,"GPL",1,3,NA,304.1,1
"GUIgems",0,"GPL",1,12,NA,304.1,5
"easyNCDF",0,"LGPL",0,2,214,214,2
"zeligverse",0,"GPL",1,8,NA,304.1,1
"ExcessMass",1,"LGPL",0,1,NA,304.1,1
"PROscorer",0,"MIT",1,5,NA,304.1,1
"rif",0,"MIT",1,9,NA,304,1
"PairwiseD",0,"GPL",1,3,NA,304.1,2
"PROscorerTools",0,"MIT",1,4,NA,304.1,1
"slim",0,"GPL",1,10,302,302,1
"gomms",1,"GPL",0,0,NA,304.1,1
"GEEmediate",1,"GPL",1,1,303,303,1
"learnrbook",0,"GPL",1,4,303,303,1
"mbgraphic",1,"GPL",1,22,301,301,1
"diffMeshGP",0,"GPL",1,1,NA,304.1,3
"EpistemicGameTheory",0,"GPL",1,4,NA,304.1,1
"fastTextR",1,"BSD",1,4,NA,304.1,1
"iGSEA",1,"GPL",0,0,NA,304.1,3
"jocre",0,"GPL",0,3,NA,303.2,1
"lifelogr",0,"GPL",1,17,300,300,2
"shinycssloaders",0,"GPL",1,4,NA,304.1,2
"sinib",1,"GPL",1,0,NA,304.1,1
"usedist",0,"GPL",1,1,NA,304.1,1
"iECAT",0,"GPL",0,2,213,213,1
"lhmixr",0,"GPL",1,0,302,302,3
"pawls",1,"GPL",1,1,NA,304.1,2
"WebGestaltR",0,"LGPL",0,8,303,303,1
"lindia",0,"MIT",1,3,302,302,2
"lsasim",1,"GPL",1,0,303,303,5
"outbreaks",1,"GPL",1,2,300,300,6
"qrsvm",0,"GPL",1,6,NA,304.1,1
"AcuityView",0,"GPL",1,7,300,300,2
"plotprotein",1,"GPL",0,5,NA,304.1,1
"IndianTaxCalc",1,"GPL",0,0,NA,303.3,1
"RPEXE.RPEXT",0,"GPL",1,4,302,302,2
"PROreg",1,"GPL",0,7,NA,304.1,3
"pwr2",1,"GPL",0,0,NA,304.1,3
"cowbell",0,"GPL",1,7,303,303,1
"crunchy",0,"LGPL",1,4,300,300,1
"ContourFunctions",0,"GPL",1,4,NA,304.1,1
"DataGraph",1,"GPL",0,2,NA,304.1,1
"idar",1,"GPL",0,6,NA,304.1,1
"seasonalview",0,"GPL",1,8,NA,303.3,1
"kmcudaR",1,"MIT",1,4,303,303,2
"m2b",1,"GPL",1,15,303,303,2
"qrmix",0,"LGPL",1,2,NA,304.1,3
"discord",0,"GPL",1,2,NA,304.1,1
"dsrTest",0,"GPL",1,4,NA,304.1,1
"KSEAapp",0,"MIT",1,7,210,210,1
"mut",1,"GPL",0,4,302,302,1
"ncdump",0,"GPL",1,6,NA,304.1,1
"onehot",0,"MIT",1,0,NA,304.1,1
"angstroms",0,"GPL",1,8,303,303,1
"EML",1,"FreeBSD",1,7,NA,303.3,4
"MHTmult",0,"GPL",0,3,NA,304.1,2
"MetaboList",1,"GPL",0,1,302,302,1
"pafdR",1,"GPL",1,9,303,303,1
"SPADAR",1,"GPL",0,2,NA,304.1,1
"ChocoLattes",0,"GPL",1,10,303,303,1
"dataseries",0,"GPL",1,1,NA,303.3,1
"mockr",0,"GPL",1,3,NA,304.1,1
"casebase",0,"MIT",1,10,303,303,4
"gsrsb",1,"GPL",1,4,NA,304.1,1
"WikidataQueryServiceR",0,"MIT",1,5,301,301,2
"aSPC",0,"GPL",1,3,NA,304.1,1
"mstherm",0,"GPL",1,10,NA,304.1,1
"bulletr",0,"GPL",1,9,301,301,2
"coxphMIC",0,"GPL",1,5,301,301,1
"md.log",0,"MIT",1,1,NA,304.1,1
"censCov",1,"GPL",0,1,NA,304.1,2
"RandMeta",0,"GPL",1,0,210,210,1
"zip",1,"CC0",1,3,NA,304.1,3
"ajv",1,"GPL",1,6,NA,304.1,1
"BarBorGradient",1,"GPL",1,1,300,300,1
"ider",0,"GPL",1,2,302,302,1
"nonpar",1,"GPL",0,1,303,303,1
"ring",1,"MIT",1,4,NA,304.1,1
"selectapref",0,"GPL",1,0,302,302,1
"startR",0,"LGPL",0,6,214,214,2
"chemmodlab",1,"GPL",1,21,301,301,3
"CrossScreening",0,"GPL",1,5,NA,304,2
"KENDL",1,"GPL",0,0,NA,304,2
"RpeakChrom",0,"GPL",0,4,210,210,2
"SADISA",1,"GPL",1,6,NA,304.1,1
"simMP",0,"GPL",0,12,300,300,1
"statGraph",0,"GPL",1,4,210,210,2
"unix",1,"MIT",1,0,NA,304,1
"PortfolioOptim",1,"GPL",1,3,303,303,2
"PCADSC",0,"GPL",1,5,302,302,2
"yarrr",0,"GPL",1,4,NA,303.2,1
"icosa",0,"GPL",1,10,302,302,1
"TSGSIS",0,"GPL",1,3,302,302,3
"uqr",0,"GPL",1,5,303,303,1
"WLreg",1,"GPL",1,3,301,301,2
"mro",0,"GPL",1,2,301,301,1
"complexity",1,"GPL",0,1,NA,303.3,1
"bayesCL",0,"GPL",1,0,214,214,2
"SeerMapper2010East",1,"GPL",0,1,302,302,1
"SeerMapper2010West",1,"GPL",0,1,302,302,1
"StatPerMeCo",0,"GPL",0,0,NA,304,1
"thankr",1,"MIT",1,4,NA,304,1
"fpest",0,"GPL",1,0,NA,304,1
"nopaco",0,"GPL",1,5,NA,303.3,5
"R2ucare",1,"GPL",1,6,303,303,4
"SeerMapper2010Regs",1,"GPL",0,1,302,302,1
"spec",0,"GPL",1,4,210,210,1
"Tnseq",0,"GPL",0,6,NA,303.3,1
"tubern",0,"MIT",1,6,302,302,1
"wrangle",0,"GPL",1,4,NA,303.3,1
"marcher",0,"GPL",1,15,303,303,2
"optrcdmaeAT",1,"GPL",0,4,303,303,3
"SeerMapperEast",1,"GPL",0,1,302,302,1
"SeerMapperWest",1,"GPL",0,1,302,302,1
"fastqcr",0,"GPL",1,15,301,301,1
"GADAG",0,"GPL",1,5,NA,304,2
"GLIDE",1,"GPL",0,4,210,210,2
"D3GB",1,"CC BY",0,6,300,300,2
"lspline",1,"MIT",1,6,NA,304,1
"SeerMapperRegs",1,"GPL",0,1,302,302,1
"mRchmadness",1,"GPL",1,8,303,303,2
"skeletor",1,"MIT",1,1,300,300,1
"duckduckr",1,"MIT",1,4,NA,304,1
"IMTest",1,"GPL",1,6,303,303,1
"MedDietCalc",0,"GPL",1,4,NA,304,3
"micEconIndex",0,"GPL",0,3,204,204,1
"secure",0,"GPL",1,4,303,303,2
"sylcount",0,"BSD",1,0,300,300,1
"classifierplots",1,"BSD",1,10,301,301,2
"CoFRA",0,"GPL",1,7,302,302,1
"eshrink",0,"GPL",1,2,302,302,1
"zfa",1,"GPL",1,1,301,301,1
"HYRISK",1,"GPL",0,11,302,302,4
"TSMN",1,"GPL",0,0,NA,304,1
"afmToolkit",0,"GPL",1,11,302,302,3
"groupsubsetselection",1,"GPL",0,0,NA,304,2
"nlshelper",0,"GPL",1,5,NA,304,1
"vesselr",0,"GPL",1,4,NA,304,1
"xbreed",1,"GPL",1,5,303,303,2
"xyz",0,"GPL",1,5,NA,303.3,1
"enrichR",1,"GPL",1,4,300,300,1
"medicare",0,"MIT",1,7,210,210,1
"grapes",1,"GPL",1,4,300,300,1
"InterfaceqPCR",1,"GPL",1,10,301,301,1
"SARP.moodle",0,"Artistic-2.0",0,2,NA,303.3,1
"tensorr",0,"GPL",1,10,303,303,1
"aptg",0,"MIT",1,9,NA,304,1
"focusedMDS",1,"GPL",1,2,303,303,2
"kscons",0,"GPL",0,0,210,210,5
"optim.functions",0,"MIT",1,6,300,300,1
"BLModel",1,"GPL",1,2,303,303,3
"fam2r",1,"GPL",0,2,302,302,1
"metavcov",0,"GPL",0,1,NA,303.3,1
"moezipfR",1,"GPL",1,5,200,200,3
"patternize",0,"GPL",1,6,302,302,1
"tilegramsR",0,"MIT",1,9,301,301,1
"tsqn",1,"GPL",1,3,302,302,3
"itan",1,"GPL",1,2,NA,304,1
"shinyHeatmaply",0,"GPL",1,13,203,203,2
"NetworkRiskMeasures",0,"GPL",1,6,NA,303.3,2
"slimrec",0,"GPL",1,7,303,303,1
"TeachBayes",0,"GPL",0,7,NA,303.3,1
"vortexRdata",1,"GPL",1,0,301,301,2
"docstring",1,"GPL",1,7,NA,304,2
"IPWsurvival",0,"GPL",0,2,210,210,1
"PCFAM",1,"GPL",0,0,NA,304,1
"affluenceIndex",1,"GPL",0,1,NA,304,1
"summariser",0,"GPL",1,5,NA,304,1
"tsxtreme",0,"GPL",0,5,303,303,1
"CVR",0,"GPL",1,4,302,302,2
"pathmapping",1,"GPL",0,0,NA,304,1
"xlsimple",0,"GPL",1,2,302,302,2
"FMC",1,"GPL",1,3,NA,304,5
"gpg",0,"MIT",1,3,NA,303.2,1
"orgutils",0,"GPL",0,2,NA,304,1
"rnaturalearth",0,"MIT",1,12,301,301,1
"rolr",1,"GPL",1,5,NA,304,1
"stmgp",1,"GPL",0,1,NA,304,1
"EstimateGroupNetwork",0,"GPL",0,6,NA,304,2
"Rvoterdistance",1,"GPL",0,2,NA,304,1
"shinyShortcut",0,"GPL",1,2,302,302,1
"OSCV",1,"GPL",1,1,301,301,1
"BASS",0,"GPL",1,0,NA,303.3,3
"BCSub",0,"GPL",1,6,300,300,3
"CNull",1,"GPL",0,5,NA,304,2
"FlexDir",1,"GPL",1,5,300,300,3
"RankingProject",0,"GPL",1,3,210,210,5
"rolypoly",0,"GPL",1,12,301,301,1
"gee4",0,"GPL",1,5,302,302,2
"gatepoints",0,"GPL",1,3,303,303,1
"outreg",0,"MIT",1,10,300,300,1
"collpcm",1,"GPL",0,3,210,210,3
"radmixture",0,"MIT",1,7,301,301,5
"cmpprocess",1,"GPL",1,2,NA,304,5
"iNextPD",0,"GPL",1,10,301,301,3
"rdataretriever",1,"MIT",1,1,300,300,4
"HoRM",0,"GPL",0,5,302,302,1
"SigOptR",0,"MIT",1,2,302,302,1
"CONS",0,"GPL",1,7,300,300,3
"iSDM",1,"GPL",1,15,302,302,1
"SymTS",1,"GPL",0,0,NA,304,1
"VertexSort",0,"GPL",0,2,303,303,1
"badger",0,"Artistic-2.0",1,2,303,303,1
"BCellMA",0,"GPL",1,6,302,302,1
"NHLData",1,"CC0",0,0,210,210,1
"readOffice",0,"Unlimited",1,4,NA,304,1
"cpr",0,"GPL",1,18,300,300,3
"otinference",0,"GPL",1,5,NA,304,1
"remindR",0,"GPL",1,3,303,303,1
"edarf",1,"MIT",1,13,210,210,1
"funchir",0,"GPL",0,1,302,302,1
"gt4ireval",1,"MIT",1,3,302,302,1
"MLID",1,"GPL",1,7,300,300,2
"twilio",0,"MIT",1,6,301,301,1
"VarED",1,"GPL",0,0,303,303,2
"CPsurv",1,"GPL",1,4,301,301,4
"SubgrpID",0,"GPL",1,7,201,201,3
"CensSpatial",1,"GPL",0,11,NA,303.2,3
"cghRA",1,"GPL",0,11,210,210,1
"Dpit",1,"GPL",0,5,301,301,4
"cropdatape",1,"MIT",1,0,303,303,11
"fitplc",1,"GPL",1,1,NA,303.2,1
"gaiah",0,"CC0",1,13,300,300,1
"WPKDE",0,"GPL",0,1,NA,303.3,4
"DiffNet",1,"GPL",0,12,303,303,2
"rcc",1,"GPL",1,1,NA,303.3,1
"dirmcmc",1,"GPL",1,2,210,210,1
"extdplyr",0,"MIT",1,3,NA,303.3,1
"fontHind",0,"MIT",1,5,300,300,2
"fontMPlus",0,"MIT",1,6,300,300,2
"gbts",1,"GPL",1,7,303,303,1
"leafletCN",0,"GPL",1,5,NA,303.3,1
"misreport",0,"GPL",1,5,302,302,1
"automagic",0,"GPL",1,10,301,301,1
"AWR.Kinesis",1,"AGPL",0,4,NA,303.3,1
"betacal",0,"MIT",0,0,NA,303.3,1
"ccafs",0,"MIT",1,12,NA,303.3,1
"europop",0,"CC0",1,3,210,210,2
"som.nn",1,"GPL",1,9,NA,303.3,1
"TAR",1,"GPL",1,1,NA,303.3,2
"EnviroPRA",1,"GPL",0,5,NA,303.3,2
"InvasionCorrection",0,"GPL",1,3,NA,303.3,1
"naptime",1,"GPL",1,6,NA,303.3,2
"neighbr",1,"GPL",1,4,303,303,2
"prefeR",0,"MIT",1,6,NA,303.3,1
"robustarima",0,"BSD",0,3,NA,303.3,1
"BayesSpec",0,"GPL",1,3,NA,303.3,5
"BCC1997",0,"GPL",1,1,301,301,1
"bsearchtools",0,"GPL",0,2,NA,303.3,1
"DecorateR",0,"GPL",1,4,210,210,2
"lclGWAS",1,"GPL",0,4,NA,303.3,10
"mle.tools",1,"GPL",1,2,300,300,1
"rnaturalearthdata",0,"CC0",1,3,301,301,1
"stdvectors",0,"GPL",0,2,NA,303.3,1
"AWR.KMS",0,"AGPL",0,3,NA,303.3,1
"BayesFM",0,"GPL",1,2,300,300,1
"colorr",1,"MIT",1,0,NA,303.3,1
"fileplyr",0,"GPL",1,5,303,303,1
"gMOIP",1,"GPL",1,4,NA,303.3,1
"GSparO",1,"GPL",1,3,303,303,2
"upmfit",0,"GPL",1,6,302,302,1
"educineq",0,"GPL",1,2,210,210,2
"keyringr",0,"MIT",1,0,NA,303.2,1
"marinespeed",0,"GPL",1,13,302,302,1
"opusminer",0,"GPL",1,5,NA,303.3,3
"rope",1,"GPL",1,4,301,301,1
"spdownscale",0,"GPL",1,2,210,210,4
"ubeR",0,"GPL",1,9,301,301,3
"condir",0,"GPL",1,9,303,303,1
"velociraptr",1,"GPL",1,2,NA,303.3,1
"warpMix",0,"GPL",1,6,303,303,3
"dgodata",0,"GPL",1,0,210,210,3
"eefAnalytics",1,"GPL",1,6,NA,303.3,3
"paperplanes",0,"GPL",1,0,210,210,7
"rapiclient",0,"MIT",1,3,303,303,1
"HRQoL",1,"GPL",0,7,NA,303.3,3
"maxnet",0,"MIT",1,1,NA,303.3,1
"optbdmaeAT",1,"GPL",0,4,303,303,3
"BayesCombo",1,"GPL",1,4,210,210,2
"FuzzyStatTra",1,"GPL",0,0,NA,303.3,2
"OCA",0,"GPL",0,0,NA,303.3,1
"GPB",1,"GPL",0,1,NA,303.3,1
"cbird",1,"GPL",0,0,NA,303.3,1
"mdftracks",0,"GPL",1,3,210,210,1
"QuantileGradeR",0,"GPL",1,1,302,302,3
"samplingDataCRT",1,"GPL",1,5,NA,303.3,2
"SMLoutliers",0,"GPL",0,0,NA,303.3,1
"mbrglm",0,"GPL",0,3,206,206,2
"flippant",1,"GPL",1,20,303,303,2
"superheat",0,"CC0",1,11,301,301,2
"moveWindSpeed",0,"GPL",1,7,300,300,2
"mpe",1,"LGPL",0,4,301,301,2
"readHAC",1,"GPL",1,0,NA,303.3,1
"SignifReg",1,"GPL",0,0,NA,303.3,2
"EnsCat",1,"GPL",0,7,303,303,2
"ShinyTester",0,"GPL",1,6,NA,303.3,1
"sonify",0,"GPL",1,1,300,300,2
"ssmsn",0,"GPL",0,1,NA,303.3,1
"iBST",1,"GPL",0,5,NA,303.3,1
"flood",0,"GPL",1,4,NA,303.3,2
"inspectr",1,"CC BY",1,3,300,300,1
"observer",0,"MIT",1,10,301,301,1
"poio",0,"GPL",1,13,302,302,2
"alphabetr",0,"AGPL",1,7,NA,303.3,1
"gbp",0,"MIT",1,10,300,300,1
"hurricaneexposure",0,"GPL",1,18,210,210,7
"tracer",1,"MIT",1,7,NA,303.3,1
"LumReader",0,"GPL",1,6,303,303,3
"sparsestep",1,"GPL",1,2,300,300,3
"BayesPieceHazSelect",1,"GPL",1,1,NA,303.3,1
"eclust",0,"MIT",1,22,303,303,1
"nparsurv",0,"GPL",1,2,302,302,2
"mutSignatures",1,"GPL",0,6,301,301,2
"NORMA",0,"GPL",1,1,NA,303.3,1
"powerEQTL",0,"GPL",0,2,303,303,4
"rKIN",0,"GPL",1,8,210,210,1
"simpleSetup",0,"GPL",1,0,NA,303.3,1
"chi2x3way",1,"GPL",0,2,NA,303.1,2
"skm",0,"MIT",1,11,300,300,1
"ICV",1,"GPL",1,0,301,301,1
"intrval",0,"GPL",0,0,NA,303.3,1
"kpcalg",1,"GPL",1,12,300,300,3
"mglR",0,"GPL",1,14,303,303,1
"SOFIA",1,"GPL",0,2,214,214,1
"tea",1,"GPL",0,1,NA,303.3,1
"teda",0,"GPL",1,3,NA,303.2,2
"rcure",0,"GPL",1,5,303,303,3
"testforDEP",0,"GPL",1,6,302,302,4
"bytescircle",1,"GPL",1,2,303,303,1
"caesar",0,"GPL",1,1,NA,303.3,1
"cleanr",1,"BSD",1,4,303,303,1
"conditions",0,"BSD",1,1,300,300,1
"bayesianETAS",1,"GPL",1,0,215,215,1
"rCAT",0,"GPL",1,10,303,303,2
"cumstats",1,"GPL",0,0,NA,303.3,1
"maxmatching",0,"CC0",1,1,NA,303.3,1
"PoSI",1,"GPL",0,1,NA,303.3,2
"InfiniumPurify",1,"GPL",0,1,NA,303.3,1
"rwars",1,"MIT",1,4,NA,303.3,1
"GeneClusterNet",1,"GPL",0,3,301,301,2
"SADEG",1,"GPL",1,0,210,210,5
"sparkwarc",0,"Apache",1,2,NA,303.3,1
"EBrank",1,"CC0",1,0,302,302,1
"rld",1,"GPL",0,4,300,300,2
"zTree",1,"GPL",0,1,301,301,1
"esmisc",0,"MIT",1,4,301,301,1
"NetWeaver",0,"GPL",0,0,300,300,2
"QRank",1,"GPL",0,1,NA,303.3,1
"BoolFilter",1,"Artistic-2.0",1,2,215,215,3
"esaddle",0,"GPL",1,12,NA,303.3,1
"rjsonapi",0,"MIT",1,6,NA,303.3,1
"sysid",1,"GPL",1,7,301,301,2
"BivRegBLS",1,"AGPL",1,1,301,301,2
"fabCI",0,"GPL",0,0,NA,303.3,1
"ltxsparklines",1,"GPL",0,1,NA,303.3,1
"Plasmidprofiler",0,"Apache",1,19,301,301,1
"semver",0,"MIT",1,8,NA,303.3,2
"crisp",1,"GPL",1,6,NA,303.3,1
"FixSeqMTP",0,"GPL",0,3,NA,303.3,2
"requireR",1,"MIT",1,2,303,303,1
"dSVA",1,"GPL",0,1,213,213,1
"HeritSeq",1,"GPL",1,8,302,302,6
"minimalRSD",1,"GPL",1,2,NA,303.3,5
"Partiallyoverlapping",1,"GPL",1,1,301,301,1
"pwt9",1,"GPL",0,0,300,300,1
"Redmonder",0,"Apache",1,0,200,200,2
"tsdecomp",0,"GPL",0,0,300,300,1
"TSeriesMMA",0,"GPL",0,0,300,300,4
"colr",0,"GPL",1,2,300,300,1
"FTRLProximal",0,"MIT",1,4,302,302,1
"natserv",0,"MIT",1,10,302,302,1
"awsjavasdk",0,"GPL",1,8,NA,303.3,1
"censys",0,"AGPL",1,6,302,302,1
"hds",0,"GPL",1,3,301,301,1
"bossMaps",0,"MIT",1,22,210,210,2
"attrCUSUM",0,"GPL",1,8,303,303,2
"acrt",1,"GPL",0,6,NA,303.3,1
"bayesloglin",1,"GPL",0,1,NA,303.3,1
"DStree",1,"GPL",0,7,NA,303.3,3
"KTensorGraphs",0,"GPL",1,0,NA,303.3,1
"restrictedMVN",1,"GPL",1,2,NA,303.3,1
"rFTRLProximal",1,"GPL",1,14,210,210,1
"spark.sas7bdat",1,"GPL",1,2,NA,303.3,2
"UStatBookABSC",1,"GPL",1,1,302,302,1
"DISTRIB",1,"LGPL",0,0,NA,303.3,1
"factorcpt",0,"GPL",0,9,NA,303.3,3
"utf8latex",1,"GPL",0,0,207,207,3
"findviews",0,"MIT",1,7,NA,303.2,1
"ggguitar",0,"MIT",1,8,NA,303.3,1
"ROI.models.netlib",1,"GPL",0,2,NA,303.3,1
"ztype",0,"GPL",1,9,NA,303.3,1
"crosstalk",1,"MIT",1,6,NA,303.3,14
"pgee.mixed",0,"GPL",1,6,NA,303.3,1
"rocNIT",1,"GPL",0,0,303,303,2
"SpaTimeClus",1,"GPL",1,5,300,300,3
"aws.ses",0,"GPL",1,4,NA,303.3,1
"SPPcomb",0,"GPL",1,2,210,210,3
"stmgui",0,"MIT",1,8,NA,303.3,3
"pipeliner",0,"Apache",1,5,NA,303.3,1
"DirectStandardisation",1,"GPL",0,0,NA,303.2,1
"magicfor",0,"MIT",1,4,NA,303.3,1
"MTDrh",0,"GPL",0,0,NA,303.3,2
"MWRidge",1,"GPL",0,1,NA,303.3,1
"PepSAVIms",0,"CC BY",1,3,300,300,2
"FinancialMath",0,"GPL",0,0,NA,303.3,2
"coprimary",1,"GPL",1,5,NA,303.3,1
"BTYDplus",1,"GPL",1,15,302,302,1
"bpp",1,"GPL",0,3,210,210,3
"MODISSnow",0,"GPL",1,4,NA,303.3,2
"poptrend",0,"GPL",1,3,301,301,1
"ampd",0,"GPL",1,0,303,303,1
"DNLC",1,"GPL",0,7,210,210,4
"errorizer",0,"BSD",1,2,NA,303.3,1
"rtrends",0,"GPL",1,3,300,300,1
"CuCubes",0,"GPL",1,0,302,302,5
"GLMaSPU",1,"GPL",1,6,301,301,1
"magree",1,"GPL",0,1,NA,303.3,2
"rrr",1,"GPL",1,11,302,302,1
"aws.polly",0,"GPL",1,4,NA,303.3,1
"gofMC",1,"GPL",1,4,303,303,5
"Radviz",0,"CC BY",1,12,215,215,1
"DCM",0,"GPL",1,4,300,300,1
"icesVocab",1,"GPL",1,3,NA,303.3,2
"rccmisc",0,"GPL",1,5,NA,303.3,1
"robustsae",0,"GPL",0,5,301,301,3
"AmmoniaConcentration",0,"MIT",0,0,NA,303.3,1
"bannerCommenter",0,"GPL",1,4,NA,303.3,1
"bridger2",0,"MIT",1,8,303,303,1
"easypackages",0,"MIT",1,5,300,300,1
"melviewr",0,"GPL",1,10,NA,303.3,1
"MultiBD",0,"Apache",1,12,301,301,5
"optigrab",0,"GPL",0,6,300,300,1
"PANDA",0,"Artistic-2.0",0,2,210,210,1
"rt3",0,"MIT",1,1,NA,303.3,1
"tswge",1,"GPL",0,5,NA,303.3,1
"phuassess",1,"GPL",0,1,301,301,1
"SISIR",0,"GPL",1,6,NA,303.3,3
"rhnerm",1,"GPL",0,0,NA,303.3,1
"ClimDown",1,"GPL",1,9,NA,303.3,4
"vkR",0,"GPL",1,15,300,300,2
"deconvolveR",1,"GPL",1,6,300,300,2
"freqdist",0,"GPL",1,0,NA,303.3,1
"gbs2ploidy",1,"GPL",0,2,210,210,1
"rxSeq",0,"GPL",0,3,NA,303.3,3
"camsRad",0,"MIT",1,7,301,301,1
"eMLEloglin",1,"GPL",0,1,NA,303.3,1
"effectFusion",1,"GPL",1,7,303,303,3
"listdtr",1,"GPL",0,2,NA,303.3,1
"Przewodnik",0,"GPL",1,2,300,300,1
"testassay",0,"MIT",1,4,210,210,1
"tsdisagg2",0,"GPL",1,1,301,301,1
"GeomComb",1,"GPL",1,7,300,300,2
"notifyme",0,"GPL",1,3,NA,303.3,1
"aslib",0,"GPL",1,17,NA,303.3,3
"dynetNLAResistance",0,"MIT",1,8,210,210,1
"rIsing",0,"GPL",1,6,301,301,3
"rlo",0,"GPL",1,1,NA,303.3,1
"survAWKMT2",1,"GPL",1,1,NA,303.3,2
"quarrint",1,"GPL",0,1,210,210,6
"RDStreeboot",1,"GPL",0,0,NA,303.3,1
"epistasis",0,"GPL",0,6,301,301,2
"SpaCCr",0,"GPL",1,9,210,210,1
"strat",0,"GPL",1,6,303,303,1
"mbclusterwise",1,"GPL",0,5,NA,303.3,1
"ockc",1,"GPL",0,6,NA,303.3,3
"Rdtq",0,"GPL",0,5,302,302,3
"pstest",0,"GPL",1,3,301,301,2
"relabeLoadings",1,"GPL",1,0,NA,303.3,2
"ADCT",0,"GPL",0,4,NA,303.3,1
"climbeR",0,"MIT",1,9,303,303,1
"DGCA",1,"GPL",1,22,302,302,2
"gwfa",0,"GPL",1,6,NA,303.3,3
"NegBinBetaBinreg",1,"GPL",0,3,301,301,2
"tinsel",0,"MIT",1,2,303,303,1
"apdesign",1,"GPL",1,2,302,302,3
