pkg_name,testthat_dir_present,testthat_R_files_lines_cnt,demo_dir_present,demo_R_files_lines_cnt,data_dir_present,data_size_total,data_size_rda,data_size_rdata,data_size_txt,data_size_gz,data_size_csv,data_cnt_total,data_cnt_rda,data_cnt_rdata,data_cnt_txt,data_cnt_gz,data_cnt_csv,src_dir_present,src_files_size_total,src_files_size_h,src_files_size_cpp,src_files_size_c,src_files_cnt_total,src_files_cnt_h,src_files_cnt_cpp,src_files_cnt_c
qgam,0,0,0,0,1,67483,0,67483,0,0,0,1,0,1,0,0,0,1,4484,0,0,4484,2,0,0,2
RHMS,0,0,0,0,1,3085,3085,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MetaLonDA,0,0,0,0,1,1424,0,1424,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
aws.s3,1,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clampSeg,1,3248,0,0,1,70784,0,70784,0,0,0,1,0,1,0,0,0,1,11449,822,9935,644,8,2,4,1
DisHet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edgarWebR,1,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PeakSegOptimal,1,429,0,0,1,99620,0,99620,0,0,0,2,0,2,0,0,0,1,73397,2920,70460,0,8,3,4,0
BiDAG,0,0,0,0,1,22612,22612,0,0,0,0,2,2,0,0,0,0,1,2735,0,2735,0,2,0,2,0
DPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72794,18136,54437,221,9,4,4,1
lvec,1,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47261,23038,24184,0,27,11,15,0
neurohcp,0,0,0,0,1,277813,277813,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bssm,1,532,0,0,1,8522,8522,0,0,0,0,3,3,0,0,0,0,1,519385,39017,480142,0,68,29,37,0
frailtyEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15722,0,15055,667,4,0,3,1
ukbtools,0,0,0,0,1,360459,360459,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
unsystation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8650,0,8601,0,3,0,2,0
ALA4R,1,701,0,0,1,16786,0,16786,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
genotypeR,1,198,0,0,1,5618,5618,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ICtest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4523,262,3835,0,5,1,2,0
margins,1,249,0,0,1,2927,2927,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
microPop,0,0,0,0,1,6870,0,6870,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0
philentropy,1,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136005,78095,47295,10615,7,4,2,1
prediction,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quadprogXT,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regnet,0,0,0,0,1,464961,464961,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
templates,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ziphsmm,0,0,0,0,1,8353,0,8353,0,0,0,1,0,1,0,0,0,1,94438,0,94341,0,4,0,2,0
AIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easycsv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kableExtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tabularaster,1,128,0,0,1,468309,468309,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,419083,47138,371848,0,108,54,52,0
HURDAT,1,21,0,0,1,463054,463054,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kutils,0,0,0,0,1,34240,0,34240,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
StepSignalMargiLike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10091,0,8886,1205,6,0,5,1
CrossValidate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAparsimony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ggjoy,0,0,0,0,1,8092,8092,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Modeler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
randgeo,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rdist,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21285,0,18459,2729,11,0,8,1
rsurface,0,0,0,0,1,279,0,279,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SIBERG,0,0,0,0,1,13617,13617,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
simsurv,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umpire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClassComparison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
datadogr,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diffusr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20880,0,20864,0,7,0,6,0
implyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oompaBase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polychrome,0,0,0,0,1,4740,4740,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PreProcess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TailRank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tukeytrend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
datasus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rust,1,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTSSIP,1,647,0,0,1,2796997,2796916,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
missRanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PBNPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vortexR,1,212,0,0,1,474704,474704,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
base64url,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6444,0,0,6444,1,0,0,1
ffstream,1,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87445,11241,76204,0,23,11,12,0
MTA,0,0,0,0,1,250264,0,250264,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rbi,0,0,1,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treespace,1,111,0,0,1,713920,0,713920,0,0,0,5,0,5,0,0,0,1,3799,0,3197,602,3,0,2,1
mltools,0,0,0,0,1,600,600,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cld2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10058616,603832,3311,0,55,27,2,0
dartR,0,0,0,0,1,44824,44824,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Knoema,1,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEclustnet,0,0,0,0,1,8384,8384,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
openSTARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shiny.semantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blandr,0,0,0,0,1,1028,1028,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MVisAGe,0,0,0,0,1,1004998,1004998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
readtext,1,833,0,0,1,814,0,814,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROI.plugin.alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
writexl,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1017997,399835,0,617302,49,27,0,21
BIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tidyquant,1,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coga,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8401,0,8172,229,3,0,2,1
DescriptiveStats.OBeu,0,0,0,0,1,58609,0,58609,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gdpc,0,0,0,0,1,149793,149793,0,0,0,0,2,2,0,0,0,0,1,9596,0,9503,0,3,0,2,0
LeArEst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preference,1,120,0,0,1,698,698,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CondIndTests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,330,0,41,258,3,0,1,1
gWQS,0,0,0,0,1,135170,0,135170,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lmvar,1,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nardl,0,0,0,0,1,1156,1156,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sensors4plumes,0,0,1,19,1,546006,546006,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
imagine,0,0,1,104,1,720246,0,720246,0,0,0,1,0,1,0,0,0,1,7780,0,7780,0,2,0,2,0
optional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FactoInvestigate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbdRPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1716361,199092,0,1513404,111,26,0,80
rpms,0,0,0,0,1,261790,261790,0,0,0,0,1,1,0,0,0,0,1,17189,0,17092,0,5,0,3,0
DAC,0,0,0,0,1,1139,1139,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
olsrr,1,1149,0,0,1,4994,4994,0,0,0,0,5,5,0,0,0,0,1,1326,0,843,483,3,0,2,1
ProjectionBasedClustering,0,0,0,0,1,8040,8040,0,0,0,0,2,2,0,0,0,0,1,98493,30650,67760,0,52,27,24,0
SurvDisc,0,0,0,0,1,2783431,2783264,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
glm.predict,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jsonld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3536,0,0,3486,2,0,0,1
AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrbsizeR,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLMIX,0,0,0,0,1,131961,0,131961,0,0,0,5,0,5,0,0,0,1,59601,1146,58455,0,24,1,23,0
PLmixed,0,0,0,0,1,1049488,1049452,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pointblank,1,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estprod,0,0,0,0,1,94944,94944,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMIFA,0,0,0,0,1,12124,12124,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jdmbs,0,0,0,0,1,433,433,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nprobust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8038,0,7941,0,4,0,2,0
sbart,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3066882,2914287,98464,262,345,263,11,1
BBMV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
convexjlr,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predtoolsTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sqlscore,1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mathpix,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrgsolve,1,3293,0,0,1,11085,0,11085,0,0,0,6,0,6,0,0,0,1,607792,0,89314,0,15,0,10,0
vdiffr,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2786,887,1899,0,3,1,2,0
FHDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388347,0,473,0,2,0,1,0
SpatialFloor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edpclient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enviGCMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lavaanPlot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MiRKAT,0,0,0,0,1,38753,38753,0,0,0,0,3,3,0,0,0,0,1,13271,0,12633,638,2,0,1,1
MittagLeffleR,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nowcasting,0,0,0,0,1,8507,8507,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
survivALL,1,126,0,0,1,354852,354852,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
worms,0,0,0,0,1,12067,12067,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EpiCurve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARX,0,0,0,0,1,25274,25274,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VarReg,1,130,0,0,1,1555,710,845,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
APML0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89038,0,89038,0,2,0,2,0
komadown,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaflet.esri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leaflet.extras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,937127,548104,1666,0,100,58,2,0
interflex,0,0,0,0,1,22220,0,22220,0,0,0,1,0,1,0,0,0,1,10064,0,9299,668,5,0,2,1
utilsIPEA,1,34,0,0,1,4766058,4766046,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wiqid,0,0,0,0,1,7486,7486,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ClusVis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8910,0,7002,697,5,0,2,1
denseFLMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mschart,0,0,0,0,1,1284,1284,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
esmprep,0,0,0,0,1,58836,58836,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HiCblock,0,0,0,0,1,2532872,0,2532860,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HiCglmi,0,0,0,0,1,2547180,0,2547168,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stampr,0,0,0,0,1,656471,14502,641969,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
bioOED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genderBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncmbb,0,0,0,0,1,31036,31036,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
brglm2,0,0,0,0,1,3164,3164,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
classiFunc,1,256,0,0,1,68976,68976,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
corehunter,1,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meltt,0,0,0,0,1,5980,5980,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sglg,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foghorn,1,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yesno,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpp2,0,0,0,0,1,306033,306033,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0
gldrm,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MultiVarSel,0,0,0,0,1,217606,217606,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
survtmle,1,527,0,0,1,304152,0,304152,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tsensembler,1,32,0,0,1,12802,0,12802,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bioimagetools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15706,0,0,15471,4,0,0,2
di,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snpReady,0,0,0,0,1,90340,90340,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nmw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swmmr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10293,0,10293,0,2,0,2,0
AnnotationBustR,1,271,0,0,1,3884,0,3884,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
esvis,1,350,0,0,1,625782,625782,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SentimentAnalysis,1,702,1,35,1,26969,26969,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
spc4sts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textstem,1,3,0,0,1,68812,68812,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ggconf,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liureg,0,0,0,0,1,288,288,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ReinforcementLearning,1,179,0,0,1,896821,896821,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfred,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eply,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWildbook,0,0,0,0,1,592442,592442,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bsplus,1,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kernplus,0,0,0,0,1,32107,32107,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bigKRLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19533,0,17388,1425,12,0,9,1
data.world,1,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
factorMerger,0,0,0,0,1,1897378,1897364,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
fbar,1,241,0,0,1,65998,65998,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ForestTools,1,188,0,0,1,363425,363425,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
APfun,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
epidata,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toxplot,0,0,0,0,1,9594,9594,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UncertainInterval,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparseFLMM,0,0,0,0,1,220425,0,220425,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cvequality,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
errorlocate,1,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mstR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normalr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bindrcpp,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14988,0,14710,0,6,0,4,0
geofacet,1,247,0,0,1,18331,18331,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0
phantom,0,0,0,0,1,1639469,0,1639389,0,0,0,6,0,5,0,0,0,1,12172,0,11263,909,3,0,2,1
SeqKat,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11054,0,9848,905,7,0,4,1
encode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
productivity,0,0,0,0,1,48360,48360,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SubTite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33112,0,32826,0,4,0,2,0
bairt,0,0,0,0,1,3966,3966,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
dfped,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssc,0,0,1,321,1,128087,0,128087,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
quotedargs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14678,0,0,14678,1,0,0,1
blob,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interp,0,0,0,0,1,2014,2014,0,0,0,0,1,1,0,0,0,0,1,106437,6421,98022,1994,9,2,6,1
orthoDr,0,0,0,0,1,76035,0,76035,0,0,0,2,0,2,0,0,0,1,21512,0,21416,0,7,0,5,0
windfarmGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMRnet,0,0,0,0,1,21345,0,21345,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sfdct,1,149,0,0,1,913204,913204,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DPWeibull,0,0,0,0,1,880,880,0,0,0,0,1,1,0,0,0,0,1,161054,13865,119776,27413,24,11,11,2
GPGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26950,0,25844,1106,5,0,4,1
SetTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdapSamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horserule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incR,0,0,0,0,1,41325,41325,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RNRCS,0,0,0,0,1,1630,1630,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
descriptr,1,893,0,0,1,1700,1700,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
eventdataR,0,0,0,0,1,2044688,2044569,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
rarhsmm,0,0,0,0,1,90522,0,90522,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gamRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metScanR,0,0,0,0,1,369336,369336,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RNAsmc,0,0,0,0,1,3844,0,0,0,3844,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0
g2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuantTools,0,0,0,0,1,4735762,0,4735756,0,0,0,2,0,1,0,0,0,1,54475,0,54475,0,17,0,17,0
