pkg_name,pkg_vig_any,pkg_vig_name,words_cnt
statesRcontiguous,1,vignettes/contiguous-us-maps.html,121
restfulr,0,NA,NA
ggversa,0,NA,NA
italy,0,NA,NA
equaltestMI,1,vignettes/Supplementary_Materials.html,620
GFA,0,NA,NA
metaBMA,1,vignettes/metaBMA.html,506
RcppXPtrUtils,0,NA,NA
soilcarbon,1,vignettes/launch_shiny.html,11
SpatialAcc,0,NA,NA
banR,1,vignettes/geocode.html,274
cranlike,0,NA,NA
echogram,0,NA,NA
EMAtools,0,NA,NA
ggsignif,1,vignettes/intro.html,247
lmmpar,0,NA,NA
multistate,0,NA,NA
rddensity,0,NA,NA
svenssonm,0,NA,NA
ambhasGW,0,NA,NA
GreedyEPL,0,NA,NA
IrishDirectorates,0,NA,NA
MixtureRegLTIC,0,NA,NA
rtimicropem,1,vignettes/chai_data_cleaning.html,910
rtimicropem,1,vignettes/vignette_ammon.html,693
subgroup.discovery,0,NA,NA
tbl2xts,1,vignettes/tbl2xts_vignette.html,291
ThermIndex,0,NA,NA
dejaVu,1,vignettes/UserGuide.pdf,2821
dejaVu,1,vignettes/analysingExistingDatasets.pdf,902
DoEstRare,0,NA,NA
fasjem,0,NA,NA
glmnetUtils,1,vignettes/intro.html,1324
kpmt,0,NA,NA
structree,1,vignettes/examples_fixed.pdf,493
nonlinearICP,0,NA,NA
fChange,0,NA,NA
rclipboard,0,NA,NA
RkMetrics,0,NA,NA
CDVineCopulaConditional,0,NA,NA
mmtsne,0,NA,NA
lsplsGlm,0,NA,NA
mosaicCalc,0,NA,NA
optiSolve,0,NA,NA
iRF,0,NA,NA
maxTPR,0,NA,NA
unrepx,1,vignettes/overview.html,747
bayeslongitudinal,0,NA,NA
concaveman,0,NA,NA
ggseqlogo,1,vignettes/ggseqlogo_introduction.html,6
MRTSampleSize,0,NA,NA
PowerNormal,0,NA,NA
seqICP,0,NA,NA
sidrar,1,vignettes/Introduction_to_sidrar.html,1004
GGEBiplots,0,NA,NA
pcensmix,0,NA,NA
c2c,1,vignettes/c2c-workflow.html,651
geoGAM,0,NA,NA
dsmodels,0,NA,NA
prisonbrief,0,NA,NA
vcov,0,NA,NA
spNNGP,0,NA,NA
DCA,0,NA,NA
BayesianGLasso,0,NA,NA
FastSF,0,NA,NA
harmonicmeanp,0,NA,NA
ivregEX,0,NA,NA
liquidSVM,1,vignettes/demo.html,2658
liquidSVM,1,vignettes/documentation.html,1841
OBRE,0,NA,NA
scifigure,1,vignettes/Visualizing_Scientific_Replication.html,414
diffpriv,1,vignettes/bernstein.pdf,928
diffpriv,1,vignettes/diffpriv.pdf,1474
social,0,NA,NA
brlrmr,0,NA,NA
Census2016,1,vignettes/Census2016.pdf,488
cnbdistr,1,vignettes/my-vignette.html,517
ercv,0,NA,NA
flexsurvcure,1,vignettes/flexsurvcure.html,210
fragilityindex,0,NA,NA
LCox,0,NA,NA
sergeant,0,NA,NA
gh,0,NA,NA
llogistic,0,NA,NA
senstrat,0,NA,NA
centiserve,0,NA,NA
docker,1,vignettes/Getting_Started_with_Docker.html,349
DrImpute,1,vignettes/DrImpute.html,122
randomForestExplainer,1,vignettes/randomForestExplainer.html,2328
spongecake,0,NA,NA
tetraclasse,0,NA,NA
TSF,0,NA,NA
credsubs,0,NA,NA
geotoolsR,0,NA,NA
interfr,0,NA,NA
noaastormevents,1,vignettes/details.html,2645
noaastormevents,1,vignettes/noaastormevents.html,1410
facebook.S4,0,NA,NA
interim,0,NA,NA
integIRTy,1,vignettes/integIRTy.pdf,1328
NameNeedle,1,vignettes/blastName.pdf,969
roots,1,vignettes/roots.html,125
AutoDeskR,1,vignettes/AutoDeskR.html,716
dGAselID,0,NA,NA
FUNLDA,0,NA,NA
netcom,0,NA,NA
oompaData,0,NA,NA
PoloniexR,0,NA,NA
SFS,0,NA,NA
decomposedPSF,1,vignettes/decomposedPSF-vignette.html,14
fcm,1,vignettes/vignettes.html,780
lpdensity,0,NA,NA
mthapower,0,NA,NA
postlightmercury,0,NA,NA
fcuk,1,vignettes/fcuk.html,224
ggplotgui,0,NA,NA
l1kdeconv,0,NA,NA
mixlink,0,NA,NA
waccR,1,vignettes/Calculate_WACC_in_R.html,137
BNPMediation,0,NA,NA
SobolSequence,1,vignettes/sobolsequence.html,76
textile,0,NA,NA
Autoplotprotein,0,NA,NA
correlbinom,0,NA,NA
ggChernoff,0,NA,NA
mandelbrot,0,NA,NA
Robocoap,0,NA,NA
assocInd,0,NA,NA
awspack,0,NA,NA
catSurv,0,NA,NA
coxphSGD,0,NA,NA
midas,0,NA,NA
numGen,0,NA,NA
SuperGauss,1,vignettes/SuperGauss-quicktut.html,1259
aws.cloudtrail,0,NA,NA
aws.sns,0,NA,NA
aws.sqs,0,NA,NA
cepR,0,NA,NA
SSM,1,vignettes/SSM.html,1262
wql,1,vignettes/wql-package.html,3075
aurelius,1,vignettes/basic-usage.html,91
aurelius,1,vignettes/migration-to-new-syntax.html,1088
ecolottery,1,vignettes/Barro_Colorado.html,1026
ecolottery,1,vignettes/coalesc_vignette.html,2204
mnis,1,vignettes/introduction.html,521
autoBagging,0,NA,NA
aws.lambda,0,NA,NA
geoSpectral,0,NA,NA
hurdlr,0,NA,NA
kgschart,0,NA,NA
quickregression,0,NA,NA
rsoi,0,NA,NA
aws.iam,0,NA,NA
fence,0,NA,NA
hbdct,0,NA,NA
MicroMacroMultilevel,0,NA,NA
SkyWatchr,0,NA,NA
BiBitR,0,NA,NA
hhh4contacts,0,NA,NA
scpm,0,NA,NA
StratifiedRF,0,NA,NA
BradleyTerryScalable,1,vignettes/BradleyTerryScalable.html,1876
gsloid,1,vignettes/Introduction.html,657
kazaam,1,vignettes/kazaam.pdf,2537
My.stepwise,0,NA,NA
pinnacle.data,0,NA,NA
assertable,1,vignettes/assertion_template.html,371
assertable,1,vignettes/data_assertion_intro.html,1121
assertable,1,vignettes/file_assertion_intro.html,386
ExpRep,0,NA,NA
ForecastFramework,1,vignettes/DataPolymorphism.html,238
ForecastFramework,1,vignettes/Forecasting.html,723
ForecastFramework,1,vignettes/SpatialPrediction.html,1028
ForecastFramework,1,vignettes/ClassDiagram.pdf,435
goldi,1,vignettes/overexpression-analysis.html,302
goldi,1,vignettes/quick-start.html,444
ppcc,0,NA,NA
SFtools,0,NA,NA
sparsio,0,NA,NA
FSTpackage,0,NA,NA
gmediation,1,vignettes/gmediate.html,395
NCSampling,0,NA,NA
Opportunistic,0,NA,NA
otrimle,0,NA,NA
BayesTwin,0,NA,NA
CRANsearcher,0,NA,NA
intRvals,0,NA,NA
plater,1,vignettes/plater-basics.html,1162
pltesim,0,NA,NA
rattle.data,0,NA,NA
twfy,1,vignettes/twfy.html,197
net.security,0,NA,NA
tidygenomics,1,vignettes/intro.html,492
DZEXPM,0,NA,NA
MultiSkew,0,NA,NA
BCgee,0,NA,NA
corset,0,NA,NA
JumpTest,1,vignettes/JumpTest.html,362
m2r,0,NA,NA
mljar,0,NA,NA
nlsrk,0,NA,NA
SCAT,0,NA,NA
MOQA,0,NA,NA
rMouse,1,vignettes/rMouseVignette.html,376
rrcov3way,0,NA,NA
swapClass,0,NA,NA
ftDK,0,NA,NA
anchoredDistr,1,vignettes/anchoredDistr.html,705
mssqlR,0,NA,NA
POMaSPU,0,NA,NA
rematch2,0,NA,NA
RLeafAngle,0,NA,NA
taxizedb,0,NA,NA
ukbabynames,0,NA,NA
clinPK,0,NA,NA
namedCapture,0,NA,NA
PeakError,0,NA,NA
sfadv,0,NA,NA
forecastSNSTS,0,NA,NA
processmonitR,1,vignettes/processmonitR.html,35
ECFsup,0,NA,NA
secret,1,vignettes/secrets.html,260
CityWaterBalance,1,vignettes/CityWaterBalance_vignette.html,657
phenopix,0,NA,NA
baseballDBR,1,vignettes/Database_Tools.html,667
baseballDBR,1,vignettes/FIP.html,363
baseballDBR,1,vignettes/wOBA.html,726
baseballDBR,1,vignettes/wRAA_wRC.html,360
dataverse,1,vignettes/A-introduction.html,469
dataverse,1,vignettes/B-search.html,116
dataverse,1,vignettes/C-retrieval.html,375
dataverse,1,vignettes/D-archiving.html,179
GeoRange,0,NA,NA
mccr,0,NA,NA
pleiades,1,vignettes/pleiades_vignette.html,941
zooaRchGUI,0,NA,NA
nscprepr,0,NA,NA
ZIBseq,0,NA,NA
d3Tree,0,NA,NA
argon2,0,NA,NA
patternator,0,NA,NA
SanFranBeachWater,0,NA,NA
standardize,1,vignettes/using-standardize.html,4616
featurizer,0,NA,NA
orderstats,0,NA,NA
colorpatch,1,vignettes/introduction.html,502
soptdmaeA,0,NA,NA
frequencies,0,NA,NA
getmstatistic,1,vignettes/getmstatistic-tutorial.html,278
mixEMM,0,NA,NA
Risk,0,NA,NA
xsp,0,NA,NA
gqlr,0,NA,NA
iNOTE,0,NA,NA
BAYESDEF,0,NA,NA
bdlp,1,vignettes/bdlp.html,1278
covfefe,0,NA,NA
gamlssbssn,0,NA,NA
gghalfnorm,0,NA,NA
HDCI,0,NA,NA
iadf,1,vignettes/falsering-proportion.html,626
piton,0,NA,NA
pwrAB,0,NA,NA
rpst,0,NA,NA
themetagenomics,1,vignettes/functional_prediction.html,759
themetagenomics,1,vignettes/thematic_structure.html,2284
zstdr,0,NA,NA
capn,0,NA,NA
imaginator,1,vignettes/FunctionHelpers.html,168
imaginator,1,vignettes/SimulateClaims.html,522
imaginator,1,vignettes/SimulatePolicies.html,599
ck37r,0,NA,NA
eesim,1,vignettes/eesim.html,4745
glmertree,1,vignettes/glmertree.pdf,1226
KRMM,0,NA,NA
NB.MClust,0,NA,NA
hypersampleplan,0,NA,NA
logOfGamma,0,NA,NA
webglobe,1,vignettes/webglobe.html,180
kerasR,1,vignettes/introduction.html,1969
QPBoot,0,NA,NA
baitmet,1,vignettes/Extended-Baitmet-Manual.pdf,2566
difconet,0,NA,NA
ElastH,1,vignettes/ElastH.pdf,2323
ids,1,vignettes/ids.html,979
ImaginR,0,NA,NA
logistic4p,0,NA,NA
pencopulaCond,0,NA,NA
mdpeer,1,vignettes/Intro_and_usage_examples.html,704
DDM,0,NA,NA
dfCompare,0,NA,NA
phrasemachine,1,vignettes/getting_started_with_phrasemachine.html,633
here,0,NA,NA
SmartSVA,0,NA,NA
didrooRFM,0,NA,NA
polypoly,1,vignettes/overview.html,1078
SeerMapper,0,NA,NA
stratvns,0,NA,NA
CharFun,0,NA,NA
stratbr,0,NA,NA
tictactoe,0,NA,NA
apng,0,NA,NA
rdoxygen,0,NA,NA
timelineR,1,vignettes/plot_timeline.html,995
TriadSim,1,vignettes/TriadSim.pdf,2090
lans2r,1,vignettes/lans2r-calculate.html,665
lans2r,1,vignettes/lans2r-hmr.html,103
lans2r,1,vignettes/lans2r.html,849
wally,0,NA,NA
RHPCBenchmark,1,vignettes/vignette.html,1782
RNAstructureModuleMiner,0,NA,NA
ROI.models.miplib,0,NA,NA
rpatrec,1,vignettes/Dissertation.html,1595
rpatrec,1,vignettes/Dissertation2.html,360
xLLiM,0,NA,NA
Rd2md,1,vignettes/Introduction.pdf,108
sotu,0,NA,NA
NPMOD,0,NA,NA
AHMbook,0,NA,NA
CATT,0,NA,NA
checkarg,0,NA,NA
kdevine,0,NA,NA
numKM,0,NA,NA
poisbinom,0,NA,NA
printr,1,vignettes/printr.html,620
GUIgems,0,NA,NA
easyNCDF,0,NA,NA
zeligverse,0,NA,NA
ExcessMass,0,NA,NA
PROscorer,1,vignettes/instrument-descriptions.html,1407
PROscorer,1,vignettes/intro-to-proscorer.html,1206
rif,1,vignettes/rif_vignette.html,673
PairwiseD,0,NA,NA
PROscorerTools,1,vignettes/Intro_to_PROscorerTools.html,950
slim,1,vignettes/slim.pdf,1071
gomms,0,NA,NA
GEEmediate,0,NA,NA
learnrbook,1,vignettes/installation.html,338
mbgraphic,1,vignettes/vignette.html,884
diffMeshGP,0,NA,NA
EpistemicGameTheory,0,NA,NA
fastTextR,0,NA,NA
iGSEA,0,NA,NA
jocre,0,NA,NA
lifelogr,1,vignettes/summary.pdf,1226
lifelogr,1,vignettes/vignette_viz.pdf,629
shinycssloaders,0,NA,NA
sinib,0,NA,NA
usedist,0,NA,NA
iECAT,1,vignettes/iECAT.pdf,420
lhmixr,0,NA,NA
pawls,0,NA,NA
WebGestaltR,1,vignettes/WebGestaltR.pdf,2512
lindia,0,NA,NA
lsasim,0,NA,NA
outbreaks,0,NA,NA
qrsvm,0,NA,NA
AcuityView,0,NA,NA
plotprotein,0,NA,NA
IndianTaxCalc,0,NA,NA
RPEXE.RPEXT,1,vignettes/RPEXE.RPEXT.html,647
PROreg,0,NA,NA
pwr2,0,NA,NA
cowbell,1,vignettes/cowbell.html,449
crunchy,0,NA,NA
ContourFunctions,1,vignettes/Introduction_to_the_cf_R_package.html,621
DataGraph,0,NA,NA
idar,0,NA,NA
seasonalview,0,NA,NA
kmcudaR,0,NA,NA
m2b,1,vignettes/tutorial.html,1219
qrmix,0,NA,NA
discord,0,NA,NA
dsrTest,1,vignettes/dsrTest-example.html,482
KSEAapp,1,vignettes/Overview.html,737
mut,0,NA,NA
ncdump,0,NA,NA
onehot,0,NA,NA
angstroms,0,NA,NA
EML,1,vignettes/creating-EML.html,2738
EML,1,vignettes/metadata-repositories.html,360
EML,1,vignettes/parsing-EML.html,430
EML,1,vignettes/working-with-units.html,996
MHTmult,0,NA,NA
MetaboList,0,NA,NA
pafdR,1,vignettes/pafdR-vignette.html,228
SPADAR,0,NA,NA
ChocoLattes,0,NA,NA
dataseries,0,NA,NA
mockr,0,NA,NA
casebase,1,vignettes/competingRisk.html,967
casebase,1,vignettes/popTime.html,1186
casebase,1,vignettes/smoothHazard.html,997
gsrsb,0,NA,NA
WikidataQueryServiceR,0,NA,NA
aSPC,0,NA,NA
mstherm,1,vignettes/mstherm.html,996
bulletr,0,NA,NA
coxphMIC,0,NA,NA
md.log,0,NA,NA
censCov,0,NA,NA
RandMeta,0,NA,NA
zip,0,NA,NA
ajv,1,vignettes/getting-started.html,169
BarBorGradient,0,NA,NA
ider,0,NA,NA
nonpar,0,NA,NA
ring,1,vignettes/ring.html,1745
ring,1,vignettes/ring_applications.html,1558
selectapref,0,NA,NA
startR,0,NA,NA
chemmodlab,0,NA,NA
CrossScreening,1,vignettes/CrossScreening-vignette.pdf,2767
KENDL,0,NA,NA
RpeakChrom,0,NA,NA
SADISA,1,vignettes/demo.html,669
simMP,0,NA,NA
statGraph,0,NA,NA
unix,0,NA,NA
PortfolioOptim,0,NA,NA
PCADSC,0,NA,NA
yarrr,1,vignettes/guide.html,160
yarrr,1,vignettes/piratepal.html,404
yarrr,1,vignettes/pirateplot.html,960
icosa,1,vignettes/icosaIntroShort.pdf,4638
TSGSIS,0,NA,NA
uqr,0,NA,NA
WLreg,0,NA,NA
mro,0,NA,NA
complexity,1,vignettes/vignette_complexity.html,1190
bayesCL,0,NA,NA
SeerMapper2010East,0,NA,NA
SeerMapper2010West,0,NA,NA
StatPerMeCo,0,NA,NA
thankr,0,NA,NA
fpest,0,NA,NA
nopaco,1,vignettes/nopaco.pdf,578
R2ucare,1,vignettes/vignette_R2ucare.html,822
SeerMapper2010Regs,0,NA,NA
spec,0,NA,NA
Tnseq,0,NA,NA
tubern,1,vignettes/basic_tubern.html,111
wrangle,0,NA,NA
marcher,1,vignettes/marcher.html,2697
optrcdmaeAT,0,NA,NA
SeerMapperEast,0,NA,NA
SeerMapperWest,0,NA,NA
fastqcr,0,NA,NA
GADAG,0,NA,NA
GLIDE,1,vignettes/GLIDE.pdf,665
D3GB,1,vignettes/D3GB.html,417
lspline,1,vignettes/lspline.html,242
SeerMapperRegs,0,NA,NA
mRchmadness,1,vignettes/summary.html,838
skeletor,0,NA,NA
duckduckr,0,NA,NA
IMTest,1,vignettes/IMT-vignette.html,454
MedDietCalc,1,vignettes/vignette.html,3539
micEconIndex,0,NA,NA
secure,0,NA,NA
sylcount,0,NA,NA
classifierplots,0,NA,NA
CoFRA,1,vignettes/CoFRA.html,418
eshrink,0,NA,NA
zfa,0,NA,NA
HYRISK,0,NA,NA
TSMN,0,NA,NA
afmToolkit,0,NA,NA
groupsubsetselection,0,NA,NA
nlshelper,0,NA,NA
vesselr,0,NA,NA
xbreed,1,vignettes/xbreedvignette.pdf,3364
xyz,1,vignettes/xyz-vignette.html,212
enrichR,1,vignettes/enrichR.html,126
medicare,1,vignettes/cost-report-analysis.html,1073
medicare,1,vignettes/provider_of_service_naming.html,365
grapes,1,vignettes/grapes.html,264
InterfaceqPCR,0,NA,NA
SARP.moodle,0,NA,NA
tensorr,1,vignettes/introduction.html,1405
aptg,1,vignettes/aptg.html,222
focusedMDS,0,NA,NA
kscons,0,NA,NA
optim.functions,0,NA,NA
BLModel,0,NA,NA
fam2r,0,NA,NA
metavcov,0,NA,NA
moezipfR,0,NA,NA
patternize,0,NA,NA
tilegramsR,1,vignettes/UsingTilegramsInR.html,72
tsqn,0,NA,NA
itan,0,NA,NA
shinyHeatmaply,0,NA,NA
NetworkRiskMeasures,0,NA,NA
slimrec,0,NA,NA
TeachBayes,1,vignettes/beta_example.html,232
TeachBayes,1,vignettes/finite_sampling.html,98
TeachBayes,1,vignettes/spinner_example.html,218
TeachBayes,1,vignettes/teachbayes_intro.html,244
TeachBayes,1,vignettes/two_proportions.html,113
vortexRdata,0,NA,NA
docstring,1,vignettes/docstring_intro.html,825
IPWsurvival,0,NA,NA
PCFAM,1,vignettes/Vignette.pdf,249
affluenceIndex,0,NA,NA
summariser,0,NA,NA
tsxtreme,0,NA,NA
CVR,0,NA,NA
pathmapping,0,NA,NA
xlsimple,0,NA,NA
FMC,0,NA,NA
gpg,1,vignettes/intro.html,1215
orgutils,1,vignettes/orgutils_examples.pdf,156
rnaturalearth,1,vignettes/rnaturalearth.html,347
rnaturalearth,1,vignettes/what-is-a-country.html,450
rolr,0,NA,NA
stmgp,0,NA,NA
EstimateGroupNetwork,0,NA,NA
Rvoterdistance,0,NA,NA
shinyShortcut,0,NA,NA
OSCV,0,NA,NA
BASS,1,vignettes/article2-vignette.pdf,6431
BCSub,1,vignettes/BCSub.pdf,743
CNull,0,NA,NA
FlexDir,0,NA,NA
RankingProject,1,vignettes/intro.html,1121
RankingProject,1,vignettes/primer.pdf,1119
rolypoly,1,vignettes/intro.html,814
gee4,0,NA,NA
gatepoints,1,vignettes/gatepoints.html,117
outreg,0,NA,NA
collpcm,0,NA,NA
radmixture,1,vignettes/introduction.html,83
cmpprocess,0,NA,NA
iNextPD,1,vignettes/Introduction.html,2291
rdataretriever,0,NA,NA
HoRM,0,NA,NA
SigOptR,0,NA,NA
CONS,0,NA,NA
iSDM,0,NA,NA
SymTS,0,NA,NA
VertexSort,0,NA,NA
badger,0,NA,NA
BCellMA,1,vignettes/vignette.html,767
NHLData,0,NA,NA
readOffice,0,NA,NA
cpr,1,vignettes/cpr-pkg.html,1061
otinference,0,NA,NA
remindR,1,vignettes/remindR_vignette.html,868
edarf,1,vignettes/edarf.html,525
funchir,0,NA,NA
gt4ireval,1,vignettes/gt4ireval.html,801
MLID,1,vignettes/MLID.html,2757
twilio,0,NA,NA
VarED,0,NA,NA
CPsurv,0,NA,NA
SubgrpID,0,NA,NA
CensSpatial,0,NA,NA
cghRA,1,vignettes/Howto.pdf,10338
Dpit,0,NA,NA
cropdatape,0,NA,NA
fitplc,0,NA,NA
gaiah,0,NA,NA
WPKDE,0,NA,NA
DiffNet,0,NA,NA
rcc,0,NA,NA
dirmcmc,1,vignettes/dirmcmc_vignette.pdf,264
extdplyr,0,NA,NA
fontHind,1,vignettes/Using_fontHind.html,165
fontMPlus,1,vignettes/Using_fontMPlus.html,350
gbts,0,NA,NA
leafletCN,0,NA,NA
misreport,1,vignettes/misreport-vignette.html,1366
automagic,0,NA,NA
AWR.Kinesis,0,NA,NA
betacal,0,NA,NA
ccafs,1,vignettes/amazon_s3_keys.html,30
ccafs,1,vignettes/ccafs_vignette.html,547
europop,0,NA,NA
som.nn,0,NA,NA
TAR,0,NA,NA
EnviroPRA,0,NA,NA
InvasionCorrection,0,NA,NA
naptime,1,vignettes/WhyAndHowToNap.html,368
neighbr,1,vignettes/neighbr-help.html,792
prefeR,1,vignettes/mtcars.html,403
robustarima,0,NA,NA
BayesSpec,0,NA,NA
BCC1997,0,NA,NA
bsearchtools,0,NA,NA
DecorateR,0,NA,NA
lclGWAS,1,vignettes/lclGWAS.pdf,483
mle.tools,0,NA,NA
rnaturalearthdata,0,NA,NA
stdvectors,0,NA,NA
AWR.KMS,0,NA,NA
BayesFM,0,NA,NA
colorr,0,NA,NA
fileplyr,0,NA,NA
gMOIP,0,NA,NA
GSparO,0,NA,NA
upmfit,1,vignettes/upm-primer.html,1656
educineq,0,NA,NA
keyringr,1,vignettes/Avoiding_plain_text_passwords_in_R_with_keyringr.html,426
marinespeed,1,vignettes/quickstart.html,311
opusminer,0,NA,NA
rope,1,vignettes/intro.html,559
spdownscale,0,NA,NA
ubeR,0,NA,NA
condir,1,vignettes/condir-examples.html,326
velociraptr,0,NA,NA
warpMix,0,NA,NA
dgodata,0,NA,NA
eefAnalytics,0,NA,NA
paperplanes,0,NA,NA
rapiclient,0,NA,NA
HRQoL,0,NA,NA
maxnet,0,NA,NA
optbdmaeAT,0,NA,NA
BayesCombo,1,vignettes/BayesCombo_vignette.html,2097
FuzzyStatTra,0,NA,NA
OCA,0,NA,NA
GPB,0,NA,NA
cbird,0,NA,NA
mdftracks,0,NA,NA
QuantileGradeR,0,NA,NA
samplingDataCRT,1,vignettes/my-vignette.pdf,2968
SMLoutliers,0,NA,NA
mbrglm,0,NA,NA
flippant,0,NA,NA
superheat,0,NA,NA
moveWindSpeed,1,vignettes/estimatingWindSpeed.html,619
moveWindSpeed,1,vignettes/windEstimationParameters.html,524
mpe,1,vignettes/mpe.html,1865
readHAC,0,NA,NA
SignifReg,0,NA,NA
EnsCat,0,NA,NA
ShinyTester,0,NA,NA
sonify,0,NA,NA
ssmsn,0,NA,NA
iBST,0,NA,NA
flood,0,NA,NA
inspectr,1,vignettes/data-checks.html,948
observer,1,vignettes/observer-vignette.html,303
poio,0,NA,NA
alphabetr,1,vignettes/alphabetr-vignette.html,2740
gbp,1,vignettes/gbp-vignette.html,1816
hurricaneexposure,1,vignettes/hurricaneexposure.html,3030
tracer,0,NA,NA
LumReader,0,NA,NA
sparsestep,0,NA,NA
BayesPieceHazSelect,0,NA,NA
eclust,1,vignettes/eclust.html,1940
nparsurv,0,NA,NA
mutSignatures,0,NA,NA
NORMA,0,NA,NA
powerEQTL,0,NA,NA
rKIN,1,vignettes/rKIN_Introduction.html,351
simpleSetup,0,NA,NA
chi2x3way,0,NA,NA
skm,1,vignettes/skm-vignettes.html,1577
ICV,0,NA,NA
intrval,0,NA,NA
kpcalg,1,vignettes/kpcalg_tutorial.pdf,526
mglR,1,vignettes/mglR-vignette.html,4366
SOFIA,0,NA,NA
tea,0,NA,NA
teda,0,NA,NA
rcure,0,NA,NA
testforDEP,0,NA,NA
bytescircle,1,vignettes/bytescircle.pdf,927
caesar,0,NA,NA
cleanr,1,vignettes/cleanr_Introduction.html,506
conditions,0,NA,NA
bayesianETAS,0,NA,NA
rCAT,1,vignettes/rCAT.pdf,1940
cumstats,0,NA,NA
maxmatching,0,NA,NA
PoSI,0,NA,NA
InfiniumPurify,0,NA,NA
rwars,1,vignettes/rwars.html,321
GeneClusterNet,0,NA,NA
SADEG,0,NA,NA
sparkwarc,0,NA,NA
EBrank,0,NA,NA
rld,0,NA,NA
zTree,0,NA,NA
esmisc,0,NA,NA
NetWeaver,1,vignettes/netweaver.html,1062
QRank,0,NA,NA
BoolFilter,1,vignettes/BoolFilter.pdf,2237
esaddle,1,vignettes/esaddle.html,471
rjsonapi,0,NA,NA
sysid,0,NA,NA
BivRegBLS,0,NA,NA
fabCI,0,NA,NA
ltxsparklines,1,vignettes/ltxsparklines.pdf,998
Plasmidprofiler,0,NA,NA
semver,1,vignettes/basics.html,947
crisp,0,NA,NA
FixSeqMTP,0,NA,NA
requireR,1,vignettes/requireR.html,162
dSVA,0,NA,NA
HeritSeq,0,NA,NA
minimalRSD,0,NA,NA
Partiallyoverlapping,0,NA,NA
pwt9,0,NA,NA
Redmonder,0,NA,NA
tsdecomp,1,vignettes/tsdecomp-intro.pdf,59
TSeriesMMA,0,NA,NA
colr,1,vignettes/colr.html,1099
FTRLProximal,0,NA,NA
natserv,0,NA,NA
awsjavasdk,1,vignettes/awsjavasdk.html,194
censys,0,NA,NA
hds,0,NA,NA
bossMaps,1,vignettes/bossMaps.html,1016
attrCUSUM,1,vignettes/attrCUSUM_examples.html,449
acrt,0,NA,NA
bayesloglin,1,vignettes/bayesloglin-R-package.pdf,1691
DStree,0,NA,NA
KTensorGraphs,0,NA,NA
restrictedMVN,0,NA,NA
rFTRLProximal,0,NA,NA
spark.sas7bdat,1,vignettes/spark_sas7bdat_examples.html,164
UStatBookABSC,0,NA,NA
DISTRIB,0,NA,NA
factorcpt,0,NA,NA
utf8latex,0,NA,NA
findviews,0,NA,NA
ggguitar,1,vignettes/my-vignette.html,376
ROI.models.netlib,0,NA,NA
ztype,0,NA,NA
crosstalk,0,NA,NA
pgee.mixed,0,NA,NA
rocNIT,0,NA,NA
SpaTimeClus,0,NA,NA
aws.ses,0,NA,NA
SPPcomb,0,NA,NA
stmgui,0,NA,NA
pipeliner,1,vignettes/Introduction.html,848
DirectStandardisation,0,NA,NA
magicfor,1,vignettes/magicfor.html,862
MTDrh,0,NA,NA
MWRidge,0,NA,NA
PepSAVIms,1,vignettes/Paper_Analysis.pdf,2794
PepSAVIms,1,vignettes/PepSAVIms_Introduction.pdf,4112
FinancialMath,0,NA,NA
coprimary,0,NA,NA
BTYDplus,1,vignettes/BTYDplus-HowTo.pdf,4641
bpp,1,vignettes/bpp_after_blinded_interim.html,2871
MODISSnow,0,NA,NA
poptrend,0,NA,NA
ampd,0,NA,NA
DNLC,0,NA,NA
errorizer,1,vignettes/errorize.html,376
rtrends,0,NA,NA
CuCubes,0,NA,NA
GLMaSPU,0,NA,NA
magree,1,vignettes/landis.pdf,516
rrr,1,vignettes/rrr.html,1702
aws.polly,0,NA,NA
gofMC,0,NA,NA
Radviz,1,vignettes/single_cell_projections.html,1029
DCM,0,NA,NA
icesVocab,0,NA,NA
rccmisc,1,vignettes/rccmisc.html,417
robustsae,0,NA,NA
AmmoniaConcentration,0,NA,NA
bannerCommenter,1,vignettes/Banded_comment_maker.pdf,1158
bridger2,0,NA,NA
easypackages,1,vignettes/easypackages-vignette.html,603
melviewr,0,NA,NA
MultiBD,1,vignettes/SIR-MCMC.pdf,313
MultiBD,1,vignettes/SIRtrans.pdf,1980
optigrab,1,vignettes/coding-conventions.html,34
optigrab,1,vignettes/optigrab.html,1456
PANDA,1,vignettes/PANDA.pdf,598
rt3,0,NA,NA
tswge,0,NA,NA
phuassess,0,NA,NA
SISIR,0,NA,NA
rhnerm,0,NA,NA
ClimDown,0,NA,NA
vkR,0,NA,NA
deconvolveR,1,vignettes/deconvolution.html,1570
freqdist,0,NA,NA
gbs2ploidy,0,NA,NA
rxSeq,1,vignettes/rxSeq.pdf,1218
camsRad,1,vignettes/CAMS_solar_data.html,423
eMLEloglin,1,vignettes/User_manual.pdf,2777
effectFusion,0,NA,NA
listdtr,0,NA,NA
Przewodnik,0,NA,NA
testassay,1,vignettes/GIAValidationExample.html,868
tsdisagg2,1,vignettes/tsdisagg2manual.pdf,1604
GeomComb,0,NA,NA
notifyme,0,NA,NA
aslib,0,NA,NA
dynetNLAResistance,0,NA,NA
rIsing,0,NA,NA
rlo,0,NA,NA
survAWKMT2,0,NA,NA
quarrint,0,NA,NA
RDStreeboot,0,NA,NA
epistasis,0,NA,NA
SpaCCr,0,NA,NA
strat,0,NA,NA
