pkg_name,pkg_download_successful,pkg_download_time,pkg_download_targz_size
optim.functions,TRUE,0.962277173995972,5284
BLModel,TRUE,0.95527195930481,9927
fam2r,TRUE,1.44303607940674,346744
metavcov,TRUE,3.03678798675537,15182
moezipfR,TRUE,0.967091083526611,11824
patternize,TRUE,1.41638493537903,399667
tilegramsR,TRUE,3.04320287704468,337514
tsqn,TRUE,2.36547684669495,10456
itan,TRUE,2.42951202392578,2705723
shinyHeatmaply,TRUE,0.983773946762085,15613
NetworkRiskMeasures,TRUE,1.04467701911926,33951
slimrec,TRUE,1.29597306251526,130328
TeachBayes,TRUE,1.6663830280304,839718
vortexRdata,TRUE,1.76005506515503,1049418
docstring,TRUE,0.958887100219727,13853
IPWsurvival,TRUE,1.00071406364441,19283
PCFAM,TRUE,1.09634113311768,83901
affluenceIndex,TRUE,0.989723920822144,13549
summariser,TRUE,0.96016788482666,2985
tsxtreme,TRUE,1.10528802871704,46429
CVR,TRUE,1.53569483757019,747529
pathmapping,TRUE,0.989506959915161,35827
xlsimple,TRUE,1.17526412010193,12823
FMC,TRUE,1.03083300590515,4046
gpg,TRUE,1.39903593063354,350284
orgutils,TRUE,1.27428078651428,122610
rnaturalearth,TRUE,1.54737401008606,193162
rolr,TRUE,0.961512088775635,13361
stmgp,TRUE,1.48724293708801,300322
EstimateGroupNetwork,TRUE,1.01031613349915,17493
Rvoterdistance,TRUE,1.3316330909729,206672
shinyShortcut,TRUE,1.03706097602844,16223
OSCV,TRUE,0.980459928512573,17798
BASS,TRUE,1.0979311466217,100498
BCSub,TRUE,0.956985950469971,7535
CNull,TRUE,0.97584080696106,21568
FlexDir,TRUE,1.00970602035522,31890
RankingProject,TRUE,1.8239381313324,1089734
rolypoly,TRUE,1.42262601852417,487908
gee4,TRUE,1.09920001029968,63459
gatepoints,TRUE,0.979727983474731,17675
outreg,TRUE,1.16844296455383,12922
collpcm,TRUE,1.08547401428223,91872
radmixture,TRUE,0.987600088119507,20440
cmpprocess,TRUE,1.0232310295105,5766
iNextPD,TRUE,2.43500089645386,2492757
rdataretriever,TRUE,0.965754985809326,7518
HoRM,TRUE,1.14660120010376,28151
SigOptR,TRUE,0.96035623550415,4295
CONS,TRUE,0.962676048278809,10862
iSDM,TRUE,1.00887012481689,11031
SymTS,TRUE,1.12863898277283,41955
VertexSort,TRUE,1.16800594329834,21634
badger,TRUE,0.962980985641479,3760
BCellMA,TRUE,1.15207004547119,23746
NHLData,TRUE,1.47353506088257,355939
readOffice,TRUE,1.67155289649963,629369
cpr,TRUE,1.54282903671265,373340
otinference,TRUE,0.9880530834198,3784
remindR,TRUE,0.966763019561768,11960
edarf,TRUE,1.40765500068665,453985
funchir,TRUE,0.960376977920532,11258
gt4ireval,TRUE,1.0466251373291,37377
MLID,TRUE,2.25799107551575,2285051
twilio,TRUE,0.959726095199585,6567
VarED,TRUE,0.961764097213745,2852
CPsurv,TRUE,0.993404150009155,44697
SubgrpID,TRUE,1.15311002731323,69221
CensSpatial,TRUE,0.98501992225647,27187
cghRA,TRUE,2.2776300907135,2014339
Dpit,TRUE,1.08599305152893,49749
cropdatape,TRUE,1.23714399337769,186754
fitplc,TRUE,1.01757407188416,16938
gaiah,TRUE,1.55091786384583,671423
WPKDE,TRUE,0.947748899459839,7621
DiffNet,TRUE,0.957928895950317,7781
rcc,TRUE,0.963397979736328,4433
dirmcmc,TRUE,1.09471011161804,100722
extdplyr,TRUE,0.965123891830444,6637
fontHind,TRUE,1.5851001739502,688357
fontMPlus,TRUE,1.71948909759521,869917
gbts,TRUE,1.1059091091156,52233
leafletCN,TRUE,2.5506751537323,2936979
misreport,TRUE,1.57526707649231,376972
automagic,TRUE,0.949358940124512,6810
AWR.Kinesis,TRUE,3.08994603157043,3091459
betacal,TRUE,0.966691017150879,2135
ccafs,TRUE,2.14462995529175,1002417
europop,TRUE,1.03507089614868,17367
som.nn,TRUE,0.985278844833374,29196
TAR,TRUE,0.944820165634155,13180
EnviroPRA,TRUE,0.996649980545044,17340
InvasionCorrection,TRUE,0.957062005996704,2661
naptime,TRUE,0.957616090774536,9250
neighbr,TRUE,1.05252909660339,25382
prefeR,TRUE,0.991386890411377,22405
robustarima,TRUE,1.09475302696228,76076
BayesSpec,TRUE,0.987473011016846,33066
BCC1997,TRUE,0.964226007461548,2364
bsearchtools,TRUE,0.963603973388672,13975
DecorateR,TRUE,0.961645841598511,4040
lclGWAS,TRUE,1.10307908058167,78222
mle.tools,TRUE,0.965595960617065,6769
rnaturalearthdata,TRUE,2.64443898200989,3219989
stdvectors,TRUE,0.964751005172729,10607
AWR.KMS,TRUE,0.966794013977051,4276
BayesFM,TRUE,1.06262397766113,38254
colorr,TRUE,0.961050033569336,8820
fileplyr,TRUE,0.958962917327881,7476
gMOIP,TRUE,1.66609883308411,7370
GSparO,TRUE,1.16906595230103,3514
upmfit,TRUE,1.09675288200378,54559
educineq,TRUE,1.43399715423584,462515
keyringr,TRUE,0.961217164993286,2070
marinespeed,TRUE,1.3275990486145,90866
opusminer,TRUE,0.982733011245728,17223
rope,TRUE,1.61005592346191,674243
spdownscale,TRUE,1.10476398468018,70448
ubeR,TRUE,0.960383892059326,11677
condir,TRUE,1.44828701019287,522663
velociraptr,TRUE,1.01246309280396,19620
warpMix,TRUE,0.955537080764771,7189
dgodata,TRUE,3.28274703025818,4840173
eefAnalytics,TRUE,0.992357015609741,24411
paperplanes,TRUE,0.962416887283325,7683
rapiclient,TRUE,0.957617998123169,14752
HRQoL,TRUE,0.968061923980713,31363
maxnet,TRUE,1.04077100753784,31421
optbdmaeAT,TRUE,0.990926027297974,14520
BayesCombo,TRUE,1.33304405212402,214167
FuzzyStatTra,TRUE,1.3381769657135,22274
OCA,TRUE,0.992170810699463,13568
GPB,TRUE,0.963722944259644,8859
cbird,TRUE,0.958082914352417,11619
mdftracks,TRUE,0.980722904205322,24637
QuantileGradeR,TRUE,0.975004911422729,28181
samplingDataCRT,TRUE,1.34190320968628,342853
SMLoutliers,TRUE,0.961796998977661,3533
mbrglm,TRUE,1.02652502059937,12195
flippant,TRUE,1.31916809082031,195600
superheat,TRUE,1.08963584899902,57884
moveWindSpeed,TRUE,1.52345895767212,550148
mpe,TRUE,1.00654697418213,31095
readHAC,TRUE,2.93762302398682,3189287
SignifReg,TRUE,0.95927906036377,6039
EnsCat,TRUE,3.71748280525208,2287425
ShinyTester,TRUE,0.952794075012207,6430
sonify,TRUE,0.966722011566162,4945
ssmsn,TRUE,3.06835579872131,2692
iBST,TRUE,0.998735904693604,28646
flood,TRUE,2.54959297180176,14285
inspectr,TRUE,1.89493799209595,16101
observer,TRUE,1.16791105270386,13515
poio,TRUE,1.17678117752075,25323
alphabetr,TRUE,1.0954749584198,60130
gbp,TRUE,1.44514083862305,451608
hurricaneexposure,TRUE,3.46713709831238,1903354
tracer,TRUE,1.97335696220398,537533
LumReader,TRUE,1.42071795463562,476295
sparsestep,TRUE,0.957129955291748,9455
BayesPieceHazSelect,TRUE,1.02022981643677,10747
eclust,TRUE,3.27083492279053,4319223
nparsurv,TRUE,1.16202306747437,5322
mutSignatures,TRUE,1.30176520347595,20246
NORMA,TRUE,0.954744100570679,8392
powerEQTL,TRUE,0.970379829406738,8930
rKIN,TRUE,1.05511403083801,23272
simpleSetup,TRUE,0.960164070129395,2603
chi2x3way,TRUE,0.982605934143066,15872
skm,TRUE,1.97437906265259,1211416
ICV,TRUE,0.967634916305542,9182
intrval,TRUE,1.01076197624207,10730
kpcalg,TRUE,1.31908011436462,159022
mglR,TRUE,1.39875793457031,127060
SOFIA,TRUE,1.36833882331848,149800
tea,TRUE,0.985973119735718,42647
teda,TRUE,0.966277837753296,6996
rcure,TRUE,0.960156917572021,13705
testforDEP,TRUE,1.22764801979065,134101
bytescircle,TRUE,1.31529021263123,321937
caesar,TRUE,0.966845035552979,2342
cleanr,TRUE,1.22695684432983,223861
conditions,TRUE,0.982096910476685,9034
bayesianETAS,TRUE,0.987004995346069,9010
rCAT,TRUE,1.5465931892395,315036
cumstats,TRUE,0.874963045120239,13092
maxmatching,TRUE,0.655465126037598,12779
PoSI,TRUE,0.574575901031494,9945
InfiniumPurify,TRUE,1.64152598381042,830909
rwars,TRUE,0.819621086120605,9543
GeneClusterNet,TRUE,0.768667936325073,41122
SADEG,TRUE,0.984656095504761,7470
sparkwarc,TRUE,1.37379193305969,321161
EBrank,TRUE,0.97292685508728,6141
rld,TRUE,0.970279932022095,14474
zTree,TRUE,0.692015171051025,21460
esmisc,TRUE,1.5338499546051,397886
NetWeaver,TRUE,0.996991872787476,23782
QRank,TRUE,0.98143196105957,7687
BoolFilter,TRUE,1.36719703674316,313903
esaddle,TRUE,1.22699594497681,180875
rjsonapi,TRUE,1.03077411651611,19985
sysid,TRUE,1.52814388275146,496541
BivRegBLS,TRUE,1.11028099060059,52117
fabCI,TRUE,0.999276161193848,11372
ltxsparklines,TRUE,1.01679801940918,95281
Plasmidprofiler,TRUE,0.990498781204224,32189
semver,TRUE,0.858888864517212,19776
crisp,TRUE,0.996917009353638,16570
FixSeqMTP,TRUE,0.982531070709229,7782
requireR,TRUE,0.750219106674194,7697
dSVA,TRUE,2.82068800926208,3848689
HeritSeq,TRUE,3.15184783935547,2216938
minimalRSD,TRUE,0.992470979690552,4708
Partiallyoverlapping,TRUE,0.793262958526611,4154
pwt9,TRUE,2.70075297355652,1257637
Redmonder,TRUE,0.593639135360718,10033
tsdecomp,TRUE,1.23629689216614,109932
TSeriesMMA,TRUE,1.04672193527222,3704
colr,TRUE,0.809798955917358,12337
FTRLProximal,TRUE,0.789279937744141,9495
natserv,TRUE,0.995943069458008,36542
awsjavasdk,TRUE,0.984614849090576,9395
censys,TRUE,0.990383148193359,11311
hds,TRUE,1.05604696273804,21909
bossMaps,TRUE,1.66189098358154,880194
attrCUSUM,TRUE,1.1581871509552,58328
acrt,TRUE,1.12284779548645,19375
bayesloglin,TRUE,1.3620491027832,228653
DStree,TRUE,1.04906296730042,20334
KTensorGraphs,TRUE,1.09522676467896,19319
restrictedMVN,TRUE,0.987486124038696,6830
rFTRLProximal,TRUE,0.971892118453979,9653
spark.sas7bdat,TRUE,0.577744007110596,9785
UStatBookABSC,TRUE,0.672660827636719,6114
DISTRIB,TRUE,0.805477142333984,7932
factorcpt,TRUE,0.973331928253174,12951
utf8latex,TRUE,0.699066162109375,45616
findviews,TRUE,1.01120805740356,30077
ggguitar,TRUE,0.868782043457031,82264
ROI.models.netlib,TRUE,7.71130084991455,3238778
ztype,TRUE,4.1842679977417,3792
crosstalk,TRUE,1.12571907043457,563474
pgee.mixed,TRUE,3.58136796951294,23299
rocNIT,TRUE,3.32798480987549,2178
SpaTimeClus,TRUE,3.23312497138977,39872
aws.ses,TRUE,2.89946889877319,9137
SPPcomb,TRUE,2.51259016990662,97692
stmgui,TRUE,1.15156102180481,81248
pipeliner,TRUE,1.03607487678528,27372
DirectStandardisation,TRUE,0.990748882293701,7079
magicfor,TRUE,0.979388952255249,13471
MTDrh,TRUE,3.81330299377441,2186882
MWRidge,TRUE,0.875304937362671,3703
PepSAVIms,TRUE,4.28261804580688,3321366
FinancialMath,TRUE,0.888552904129028,29673
coprimary,TRUE,1.19620180130005,16180
BTYDplus,TRUE,1.23398184776306,490342
bpp,TRUE,1.17584300041199,64039
MODISSnow,TRUE,0.977549076080322,3621
poptrend,TRUE,1.18176293373108,67365
ampd,TRUE,0.994525909423828,2641
DNLC,TRUE,0.981231927871704,3847
errorizer,TRUE,0.985569953918457,7947
rtrends,TRUE,0.980356931686401,12199
CuCubes,TRUE,2.46270513534546,918197
GLMaSPU,TRUE,0.97921895980835,8697
magree,TRUE,1.33208703994751,197113
rrr,TRUE,2.00648713111877,1530590
aws.polly,TRUE,0.982260942459106,7305
gofMC,TRUE,1.00420904159546,16592
Radviz,TRUE,1.28939890861511,140202
DCM,TRUE,1.26710796356201,21445
icesVocab,TRUE,0.581937074661255,6945
rccmisc,TRUE,0.873996019363403,32880
robustsae,TRUE,2.20798683166504,12606
AmmoniaConcentration,TRUE,1.86575698852539,2216
bannerCommenter,TRUE,1.82712292671204,163592
bridger2,TRUE,1.77707099914551,184521
easypackages,TRUE,1.31733584403992,15995
melviewr,TRUE,2.57867693901062,988324
MultiBD,TRUE,2.32280015945435,1379533
optigrab,TRUE,1.02748394012451,37526
PANDA,TRUE,1.35960793495178,255392
rt3,TRUE,1.00880694389343,5458
tswge,TRUE,1.51763200759888,438102
phuassess,TRUE,0.873000860214233,9604
SISIR,TRUE,0.99734902381897,12942
rhnerm,TRUE,0.985957860946655,3694
ClimDown,TRUE,2.21931195259094,1343955
vkR,TRUE,0.810283899307251,46638
deconvolveR,TRUE,2.9849750995636,2141695
freqdist,TRUE,0.987596988677979,1421
gbs2ploidy,TRUE,2.27913403511047,1294606
rxSeq,TRUE,1.28379201889038,238209
camsRad,TRUE,0.991994857788086,13683
eMLEloglin,TRUE,1.33915996551514,253719
effectFusion,TRUE,1.93081903457642,80203
listdtr,TRUE,1.56580185890198,27647
Przewodnik,TRUE,2.37521409988403,1283972
testassay,TRUE,1.15802097320557,35162
tsdisagg2,TRUE,1.45372295379639,368578
GeomComb,TRUE,1.02776193618774,39879
notifyme,TRUE,0.984853029251099,3784
aslib,TRUE,1.97666382789612,1074139
dynetNLAResistance,TRUE,1.54213809967041,457131
rIsing,TRUE,1.08046984672546,30232
rlo,TRUE,0.987844944000244,10382
survAWKMT2,TRUE,1.02366709709167,5206
quarrint,TRUE,2.66182804107666,1964440
RDStreeboot,TRUE,1.01941204071045,38996
epistasis,TRUE,1.02348804473877,28252
SpaCCr,TRUE,1.61880803108215,408411
strat,TRUE,1.22536587715149,149172
mbclusterwise,TRUE,0.886566877365112,25243
ockc,TRUE,1.00643801689148,5730
Rdtq,TRUE,0.787167072296143,11201
pstest,TRUE,0.978802919387817,6262
relabeLoadings,TRUE,0.979944944381714,3828
ADCT,TRUE,1.00830602645874,4548
climbeR,TRUE,1.91352987289429,672310
DGCA,TRUE,1.99564599990845,1169698
gwfa,TRUE,2.31341218948364,1615615
NegBinBetaBinreg,TRUE,1.00729393959045,9392
tinsel,TRUE,0.974606990814209,11654
apdesign,TRUE,0.986613988876343,5687
colormap,TRUE,1.01409101486206,24361
WEE,TRUE,1.00233507156372,18782
PhyInformR,TRUE,1.43152904510498,376778
CSclone,TRUE,0.996777057647705,10498
flock,TRUE,0.979445934295654,4055
jointNmix,TRUE,0.713690996170044,15933
LEANR,TRUE,3.12338399887085,3327047
Planesmuestra,TRUE,0.983648061752319,19127
ptest,TRUE,2.4954788684845,862361
qiitr,TRUE,0.952337026596069,9806
sparkline,TRUE,1.22415494918823,204329
XRSCC,TRUE,1.08439087867737,26282
medfate,TRUE,2.07837009429932,1390266
cthreshER,TRUE,0.953719854354858,7972
exteriorMatch,TRUE,0.981657981872559,7869
RSIP,TRUE,1.16165018081665,5598
HARtools,TRUE,1.37136507034302,323000
horseshoe,TRUE,0.960529804229736,13006
msaFACE,TRUE,0.961888074874878,14229
pirate,TRUE,0.952041149139404,11151
rehh.data,TRUE,3.12888097763062,3371789
wvtool,TRUE,2.97330403327942,3119392
diffrprojectswidget,TRUE,1.2077739238739,175198
regtools,TRUE,1.79101395606995,574180
Rga4gh,TRUE,1.03390789031982,16550
starmie,TRUE,3.09347295761108,3052562
varband,TRUE,1.22303915023804,202490
diffrprojects,TRUE,1.6668860912323,769614
varSel,TRUE,2.40283179283142,1567248
ordcrm,TRUE,1.01311707496643,35887
packagedocs,TRUE,2.11677098274231,1224931
MiRAnorm,TRUE,0.977715969085693,20398
rtext,TRUE,1.6676139831543,742433
stringb,TRUE,2.01862215995789,739354
rRAP,TRUE,0.960341930389404,8771
AdjBQR,TRUE,0.956804037094116,4241
gtheory,TRUE,0.957401990890503,9573
mhtboot,TRUE,1.23957300186157,138767
RDota2,TRUE,1.07442498207092,49920
rgeoapi,TRUE,0.953227996826172,7056
endogenous,TRUE,0.965628862380981,6662
spftir,TRUE,2.09991884231567,645314
triangulation,TRUE,0.948028802871704,5669
MIDN,TRUE,1.0593900680542,4908
spellcheckr,TRUE,1.9886200428009,866423
fizzbuzzR,TRUE,1.893718957901,1760
countyweather,TRUE,4.22834181785583,3681939
IRATER,TRUE,1.80774903297424,140712
gym,TRUE,1.05440902709961,7714
ABC.RAP,TRUE,4.80535888671875,4769661
corlink,TRUE,0.978418111801147,7798
ggloop,TRUE,1.1698169708252,53635
MullerPlot,TRUE,1.25307393074036,203660
validatejsonr,TRUE,1.19879198074341,127817
PCSinR,TRUE,0.966466903686523,13685
cryst,TRUE,1.02862596511841,85160
TDPanalysis,TRUE,0.960358858108521,10806
GraphFactor,TRUE,1.00350308418274,12654
KnapsackSampling,TRUE,0.985437154769897,15539
fontLiberation,TRUE,3.41072702407837,4527421
RSarules,TRUE,0.959895849227905,3759
types,TRUE,0.95633602142334,3780
dbfaker,TRUE,0.962058067321777,10628
ISR3,TRUE,1.01977896690369,16648
scan,TRUE,1.09633779525757,53879
convertr,TRUE,1.47011590003967,321665
MethodCompare,TRUE,0.996570110321045,45523
exp2flux,TRUE,1.01113891601562,5260
haploReconstruct,TRUE,4.24823999404907,4956669
rgw,TRUE,0.964264869689941,3637
valorate,TRUE,0.993819952011108,25405
ptwikiwords,TRUE,1.64555788040161,752348
sharpeRratio,TRUE,0.967727899551392,9531
tsSelect,TRUE,0.967403888702393,5855
sAIC,TRUE,0.956337213516235,2800
ordDisp,TRUE,0.994527816772461,16590
EBASS,TRUE,1.30860209465027,285431
fixedTimeEvents,TRUE,1.00411009788513,17595
expandFunctions,TRUE,0.985201120376587,24369
sBIC,TRUE,1.74718904495239,959016
